Customer_ID,Gender,Age,Region,Account_Type,Transaction_Date,Transaction_Type,Amount,Loan_Status,Credit_Score
10747,Male,56,East,Current,2023-03-19,Deposit,24333.0,Rejected,837
10487,Male,35,East,Savings,2023-08-16,Deposit,53971.0,Default,816
14551,Female,38,,Current,2024-02-11,Loan,74465.0,Approved,630
14580,Female,34,South,Savings,2024-05-21,Loan,41273.0,Approved,625
10849,Male,39,North,Current,2024-11-04,Withdrawal,67105.0,Default,443
13046,Male,66,East,Savings,2024-02-09,Deposit,9301.0,Rejected,450
14168,Female,38,East,Current,2024-05-17,Deposit,58886.0,Approved,843
11021,Male,28,South,Current,2024-02-17,Deposit,84031.0,Default,326
14889,Male,30,West,Current,2023-06-30,EMI,71632.0,Approved,304
12226,Male,62,North,Current,2024-06-28,EMI,64444.0,Default,810
10531,Male,45,East,Current,2024-09-08,Deposit,95176.0,Rejected,693
10066,Female,57,North,Current,2023-04-21,Withdrawal,,Rejected,406
14854,Male,42,East,Savings,2023-01-20,Loan,72504.0,Rejected,686
12427,Male,64,South,Savings,2024-08-16,EMI,49001.0,Rejected,684
10411,Male,57,West,Savings,2024-06-08,Deposit,49266.0,Rejected,864
14747,Female,22,West,Savings,2023-08-08,EMI,76507.0,Rejected,334
10682,Male,29,East,Current,2024-07-28,Withdrawal,25440.0,Rejected,874
12032,Male,60,West,Current,2023-08-03,Loan,43346.0,Default,815
13972,Female,31,North,Current,2024-02-10,Loan,23007.0,Approved,305
11407,Female,21,North,Current,2024-08-09,Withdrawal,25529.0,Default,875
10834,Female,22,North,Current,2023-10-13,Deposit,50630.0,Default,320
10627,Male,69,East,Current,2023-02-03,Loan,19599.0,Default,584
13438,Male,68,South,Current,2024-04-10,Loan,53169.0,Approved,771
12064,Female,19,East,Savings,2024-09-18,Loan,38962.0,,885
13520,Male,31,South,Current,2024-03-22,Loan,23474.0,Rejected,512
10438,Female,67,East,Savings,2023-08-18,EMI,31331.0,Approved,568
13045,Female,25,South,Current,2023-10-30,Deposit,30553.0,Rejected,436
12575,Male,45,South,Current,2023-08-30,EMI,25601.0,Approved,743
10978,Female,67,South,Savings,2023-11-30,Deposit,87973.0,Rejected,765
11627,Male,47,,Savings,2023-06-24,Deposit,79473.0,Approved,448
11967,Male,41,North,Current,2023-12-26,Withdrawal,5054.0,Approved,479
11323,Male,53,East,Savings,2023-07-05,Loan,53657.0,Approved,649
10241,Female,65,South,Current,2024-04-02,Withdrawal,13857.0,Approved,327
10423,Female,41,South,Current,2023-05-22,EMI,31289.0,Rejected,878
11488,Male,22,South,Current,2023-03-20,Withdrawal,68345.0,Default,393
10024,Female,64,East,Savings,2023-09-28,Loan,24519.0,Rejected,820
12965,Female,39,North,Current,2023-08-28,Deposit,6461.0,Default,700
10034,Female,20,North,Current,2024-03-06,Deposit,51559.0,Rejected,517
14303,Female,22,North,Current,2024-10-10,EMI,64475.0,Rejected,605
11422,Male,23,North,Current,2024-10-28,Deposit,43380.0,Default,649
13096,Female,30,West,Current,2023-09-18,EMI,18305.0,Approved,427
12887,Female,21,North,Current,2023-01-31,Withdrawal,3703.0,Default,349
14679,Female,37,South,Current,2024-04-30,Deposit,34152.0,Approved,869
14703,Female,34,West,Savings,2024-08-25,EMI,25696.0,Approved,478
12562,Female,18,East,Savings,2023-01-10,Withdrawal,31110.0,Default,492
12648,Male,52,East,Savings,2023-02-24,Deposit,42709.0,Default,538
11011,Male,63,North,Current,2024-09-01,EMI,4140.0,Approved,309
14598,Male,31,East,Savings,2024-11-29,Loan,2125.0,Default,645
11635,Male,61,North,Savings,2023-02-20,Loan,4877.0,Approved,493
10080,Female,21,East,Savings,2024-12-18,Loan,,Default,845
13916,Female,66,South,Current,2024-08-21,Loan,92310.0,Default,388
13870,Female,59,South,Savings,2024-07-21,Deposit,63363.0,Approved,352
10255,Male,30,North,Current,2024-09-16,EMI,17802.0,Approved,836
11593,Female,34,West,Savings,2023-09-19,Withdrawal,6022.0,Approved,749
11535,Male,58,North,Savings,2024-01-28,Deposit,59335.0,Default,742
13607,Female,66,East,Current,2023-01-13,Deposit,48052.0,Approved,342
10291,Male,38,West,Current,2024-08-14,Withdrawal,82259.0,Default,786
10932,Female,23,West,Savings,2024-03-07,Withdrawal,90930.0,Rejected,754
10228,Female,64,South,Savings,2024-02-17,Loan,29987.0,Approved,779
12228,Male,22,North,Current,2024-11-22,Deposit,13011.0,Approved,512
11341,Male,45,North,Current,2023-09-01,EMI,2083.0,Default,436
13951,Male,31,North,Current,2023-09-06,EMI,12774.0,Approved,820
11554,Female,63,North,Current,2024-03-30,Withdrawal,79996.0,Rejected,881
10927,Male,27,South,Current,2023-06-04,EMI,49960.0,Default,892
14106,Male,38,North,Current,2024-04-01,EMI,46517.0,Default,677
11701,Male,26,West,Savings,2024-11-25,Deposit,61706.0,Approved,530
13878,Male,31,East,Current,2024-10-01,EMI,28039.0,Approved,714
10352,Male,33,East,Current,2024-02-06,Deposit,59414.0,Approved,303
12457,Male,38,East,Current,2023-08-30,EMI,11485.0,Approved,544
14605,Female,34,East,Savings,2023-02-07,EMI,2690.0,Approved,601
14506,Male,66,West,Current,2024-01-03,EMI,50179.0,Rejected,829
13410,Male,53,North,Savings,2024-08-20,Withdrawal,23584.0,Approved,332
14487,Female,38,East,Savings,2023-04-22,Deposit,83844.0,Rejected,319
10394,Female,49,South,Savings,2023-03-12,EMI,40927.0,Default,622
10832,Male,29,East,Savings,2024-02-16,Loan,33001.0,Default,770
14009,Female,39,West,Current,2024-10-12,Loan,70558.0,Approved,746
13459,Male,55,East,Current,2023-08-21,Deposit,74965.0,Approved,634
13293,Male,26,West,Current,2023-03-11,Loan,43861.0,,497
13127,Female,39,South,Current,2023-06-04,EMI,49586.0,Rejected,508
14351,Female,26,East,Current,2023-08-13,Loan,69867.0,,637
11159,Female,65,West,Savings,2023-09-08,Deposit,,Rejected,714
14519,Female,40,South,Savings,2023-10-11,EMI,49554.0,Rejected,569
11033,Male,20,South,Savings,2024-06-11,EMI,71270.0,Rejected,541
10725,Male,64,East,Current,2023-12-08,Withdrawal,83054.0,Approved,794
10469,Male,28,North,Savings,2023-01-11,Deposit,88822.0,Approved,599
10804,Male,29,North,Current,2024-04-28,Deposit,20941.0,Default,494
13753,Male,30,West,Savings,2023-03-04,Withdrawal,22694.0,Approved,459
13131,Female,29,North,Current,2023-03-15,Deposit,96666.0,Rejected,570
12188,Female,45,South,Savings,2023-05-11,Loan,79191.0,,701
10441,Male,51,East,Current,2023-04-10,EMI,47969.0,,720
12446,Male,59,West,Savings,2023-07-30,Deposit,22663.0,Rejected,657
12458,Male,48,West,Current,2024-01-10,Loan,74450.0,Approved,776
12925,Female,54,South,Savings,2024-08-07,Deposit,78195.0,Approved,579
13533,Female,34,,Current,2024-03-07,Loan,57342.0,Approved,629
14221,Male,43,West,Current,2023-07-03,Loan,88200.0,Rejected,609
13236,Female,35,South,Current,2023-06-29,EMI,65105.0,Default,368
13693,Male,18,East,Current,2024-07-07,Loan,3673.0,Default,326
14920,Male,56,South,Current,2024-07-11,EMI,50781.0,Approved,446
13457,Male,44,North,Current,2024-04-05,Deposit,93097.0,Rejected,488
12877,Female,44,North,Current,2023-06-16,Loan,38525.0,Approved,696
13896,Female,43,South,Current,2023-07-17,Loan,76909.0,Approved,395
14275,Male,46,North,Savings,2024-07-13,EMI,46760.0,Approved,612
10085,Male,52,South,Savings,2024-11-18,Loan,,Default,469
11584,Female,57,North,Savings,2023-11-19,EMI,19405.0,Approved,409
10801,Male,65,South,Savings,2023-08-27,Deposit,8826.0,Approved,691
14464,Male,19,East,Current,2024-03-10,Deposit,88770.0,Rejected,386
14567,Female,37,North,Current,2023-02-27,EMI,99099.0,Approved,554
11426,Female,32,North,Current,2024-08-20,Withdrawal,49603.0,Default,649
12883,Male,33,North,Savings,2024-12-01,Deposit,,Approved,698
10107,Female,30,South,Savings,2023-12-08,Withdrawal,35851.0,Default,309
14161,Male,57,West,Savings,2024-04-10,Loan,35758.0,Approved,713
11455,Male,20,South,Current,2024-02-04,Withdrawal,11306.0,Rejected,644
11282,Male,29,East,Savings,2023-01-02,EMI,32601.0,Default,435
14814,Female,20,East,Current,2024-08-05,Loan,38315.0,Default,703
10765,Male,18,West,Savings,2024-09-17,Loan,30350.0,Rejected,793
13318,Female,25,East,Savings,2023-01-02,EMI,69876.0,Default,592
11539,Female,39,South,Current,2024-02-14,EMI,4274.0,Default,358
12330,Female,52,West,Savings,2024-08-08,EMI,8076.0,Rejected,389
10009,Male,26,South,Current,2024-12-28,Loan,45297.0,Approved,886
10788,Female,36,North,Savings,2023-07-02,Withdrawal,84762.0,Approved,768
11380,Female,43,East,Savings,2024-06-09,Loan,,Approved,636
14733,Male,46,North,Current,2023-02-02,EMI,28841.0,Approved,637
13290,Female,32,,Current,2024-08-11,EMI,3192.0,Rejected,762
10590,Male,27,North,Current,2024-12-23,Loan,17006.0,Default,560
12744,Male,36,West,Current,2023-03-28,Deposit,68194.0,Approved,818
13012,Female,25,West,Current,2024-09-25,Loan,42280.0,Default,352
11892,Female,46,East,Current,2024-11-29,EMI,23066.0,Approved,522
10220,Male,30,North,Current,2023-07-08,EMI,43011.0,Default,698
10158,Female,31,North,Current,2023-10-17,EMI,78228.0,Approved,659
13352,Female,67,North,Current,2023-11-09,EMI,39416.0,Rejected,394
10719,Female,27,East,Savings,2024-03-24,Deposit,89197.0,Approved,515
10965,Male,27,East,Current,2024-07-18,Deposit,28559.0,,537
14012,Male,69,,Current,2024-10-21,Deposit,66210.0,Default,842
10180,Male,58,East,Current,2023-12-05,EMI,14882.0,Default,873
13269,Female,51,,Savings,2023-04-29,EMI,44898.0,Rejected,603
13425,Male,51,West,Current,2023-05-26,EMI,24814.0,Rejected,823
14095,Female,38,East,Savings,2024-06-21,Deposit,53287.0,Default,621
12187,Male,33,South,Current,2024-01-05,Withdrawal,20144.0,Approved,386
12419,Male,53,South,Current,2023-08-12,EMI,56082.0,Approved,515
14685,Female,18,East,Savings,2024-11-01,Loan,6403.0,Default,687
10498,Female,51,South,Savings,2024-04-24,Deposit,92650.0,Default,449
11727,Female,33,North,Savings,2024-11-09,EMI,84872.0,Approved,755
11661,Male,56,South,Current,2023-10-03,Deposit,73170.0,Default,707
12898,Male,47,South,Savings,2023-04-20,Withdrawal,77812.0,Default,847
11748,Male,23,,Current,2024-09-24,EMI,71270.0,Default,853
12843,Male,35,West,Current,2023-10-26,Deposit,89992.0,Approved,572
14421,Female,53,South,Savings,2024-12-04,Deposit,47642.0,Rejected,370
14029,Female,32,South,Savings,2023-07-24,Deposit,15481.0,Default,541
11003,Male,56,East,Savings,2023-03-22,Withdrawal,71656.0,Approved,759
10030,Female,39,South,Current,2024-06-07,Deposit,30846.0,Approved,365
11096,Female,24,East,Current,2023-01-01,Withdrawal,34527.0,Default,362
14483,Female,56,East,Current,2024-04-12,Deposit,9526.0,Approved,532
14264,Male,65,South,Current,2023-07-31,Loan,35139.0,Approved,534
13911,Female,36,East,Current,2024-03-01,EMI,57577.0,Default,459
11946,Female,45,West,Savings,2023-03-26,Withdrawal,27866.0,Approved,591
14145,Female,29,,Savings,2023-03-20,EMI,7221.0,Default,786
12702,Male,20,North,Savings,2023-02-24,Withdrawal,81000.0,Rejected,766
14175,Female,37,West,Savings,2023-09-08,Withdrawal,71278.0,Approved,876
11698,Male,59,South,Savings,2024-11-14,Loan,6156.0,Default,464
14650,Female,51,East,Current,2024-08-24,Loan,11868.0,Approved,593
10539,Male,25,South,Savings,2023-12-03,Deposit,65079.0,Rejected,691
14764,Female,65,West,Current,2023-08-04,Loan,65994.0,Approved,790
13822,Female,19,North,Current,2023-08-16,EMI,83095.0,Rejected,413
14532,Female,50,South,Current,2024-07-29,Loan,98677.0,Approved,585
14819,Male,27,South,Current,2024-03-05,Loan,86950.0,Approved,392
13014,Male,64,,Current,2024-01-27,EMI,62439.0,Default,473
13003,Female,23,East,Savings,2023-12-19,EMI,91257.0,Default,600
10587,Female,37,West,Current,2024-07-28,Deposit,66481.0,Default,601
10152,Male,30,West,Savings,2023-07-08,Withdrawal,58061.0,Default,617
10722,Male,21,West,Current,2024-08-12,Withdrawal,62797.0,Default,595
14258,Female,24,South,Savings,2023-05-13,Withdrawal,59238.0,Default,780
14830,Male,19,South,Current,2024-06-25,Withdrawal,31982.0,Approved,304
11933,Male,60,West,Current,2024-07-14,Withdrawal,53273.0,Default,347
13358,Male,42,,Savings,2023-09-03,EMI,25225.0,Rejected,547
14485,Male,38,West,Current,2023-11-18,Deposit,35626.0,Default,541
12281,Female,58,South,Current,2024-01-03,Withdrawal,,Rejected,855
10081,Male,47,North,Current,2024-09-15,Deposit,5533.0,Approved,867
14832,Male,58,North,Savings,2024-03-28,Loan,24990.0,Approved,439
13493,Female,67,North,Current,2023-05-05,Withdrawal,80396.0,Approved,491
11175,Male,60,West,Current,2023-02-06,Withdrawal,6217.0,Approved,390
10878,Female,23,North,Current,2024-03-24,Deposit,87378.0,Default,502
10492,Male,43,West,Savings,2023-10-03,EMI,97683.0,Approved,750
10240,Female,54,North,Savings,2023-01-21,EMI,44452.0,Rejected,335
14728,Male,39,East,Savings,2024-08-23,Loan,75070.0,Default,342
12211,Male,68,South,Current,2024-07-20,Loan,42682.0,Approved,671
12657,Male,37,South,Current,2024-07-21,Deposit,87962.0,Rejected,493
12499,Male,41,East,Current,2023-05-01,Loan,61361.0,Default,808
14241,Female,40,South,Savings,2024-08-22,EMI,70915.0,Approved,670
14266,Male,38,West,Current,2023-09-09,Withdrawal,38702.0,Default,589
12440,Male,39,West,Savings,2023-08-14,Loan,41542.0,Approved,816
10813,Male,40,West,Savings,2024-07-23,EMI,21642.0,Approved,651
12101,Male,39,West,Current,2023-08-11,EMI,31741.0,Default,772
10169,Male,46,South,Current,2024-01-05,Loan,6351.0,Approved,718
12975,Male,56,East,Current,2023-11-18,Withdrawal,34208.0,Approved,774
11184,Female,51,South,Current,2023-06-01,Withdrawal,68035.0,Rejected,611
13135,Female,36,South,Savings,2024-12-08,EMI,75232.0,Default,818
14160,Male,69,South,Current,2024-12-11,Withdrawal,24855.0,,746
14916,Female,36,North,Current,2023-02-19,Withdrawal,73807.0,Rejected,772
10374,Female,58,East,Current,2023-10-21,EMI,90299.0,Rejected,762
14114,Female,41,South,Savings,2023-11-14,Loan,90782.0,Rejected,405
12727,Female,39,North,Current,2024-06-20,Loan,8444.0,Rejected,652
11648,Female,54,West,Current,2024-06-29,EMI,13663.0,Default,803
10995,Female,34,South,Current,2023-10-10,EMI,29869.0,,822
11232,Female,20,South,Savings,2024-04-09,Withdrawal,96973.0,Default,885
14237,Female,43,East,Savings,2024-09-03,Withdrawal,83511.0,Default,557
12116,Female,31,South,Savings,2024-12-24,Deposit,3407.0,Rejected,475
12222,Male,46,North,Savings,2023-03-08,EMI,24070.0,Approved,439
12779,Male,29,North,Current,2024-09-23,Withdrawal,80908.0,Default,621
10811,Male,21,North,Savings,2024-01-02,Withdrawal,24950.0,Approved,685
10671,Male,24,East,Savings,2023-09-10,Deposit,80683.0,Rejected,394
11216,Male,46,East,Savings,2023-03-21,Deposit,31036.0,Approved,303
10829,Male,25,South,Current,2023-01-24,Withdrawal,28663.0,Default,808
10200,Male,36,East,Current,2023-08-01,Loan,74709.0,Default,829
14883,Female,55,North,Savings,2024-08-22,Deposit,32139.0,Rejected,352
10297,Female,61,West,Current,2023-10-28,Withdrawal,19989.0,,371
14178,Male,67,West,Savings,2024-11-22,Loan,61428.0,Default,453
10912,Male,58,North,Current,2024-01-18,Loan,87541.0,Approved,720
13795,Male,49,West,Savings,2023-10-29,EMI,77572.0,Approved,395
12345,Male,43,East,Current,2024-12-30,Loan,21405.0,Approved,796
11853,Female,27,East,Current,2023-03-28,EMI,83392.0,Approved,353
11492,Male,42,West,Savings,2024-07-15,Withdrawal,97185.0,Default,320
12348,Female,32,North,Current,2023-04-17,Deposit,67083.0,Approved,334
10562,Male,20,East,Current,2023-09-11,Loan,28014.0,Default,330
10502,Male,33,West,Savings,2024-11-08,Withdrawal,44884.0,,682
10486,Female,42,North,Current,2024-07-07,EMI,36777.0,,698
13028,Male,30,South,Savings,2023-09-30,EMI,88986.0,Approved,897
10916,Female,37,West,Savings,2023-08-05,Loan,89705.0,Rejected,494
14261,Male,49,West,Current,2024-05-07,EMI,66824.0,Approved,543
11245,Male,49,West,Current,2023-12-06,Loan,65091.0,Approved,641
11731,Female,55,West,Current,2023-02-15,Loan,14901.0,Default,450
14871,Female,47,North,Savings,2024-07-15,EMI,58450.0,Default,765
14757,Female,21,West,Savings,2024-01-02,Loan,,Approved,715
11993,Male,43,West,Savings,2023-06-03,Withdrawal,60327.0,Rejected,895
10229,Male,42,West,Current,2024-10-04,Loan,53616.0,,604
14547,Female,69,East,Savings,2023-03-22,Loan,57714.0,Approved,313
11504,Male,40,North,Current,2024-09-05,Deposit,69769.0,Approved,672
10839,Female,50,South,Savings,2023-01-31,Withdrawal,93635.0,Approved,845
13226,Female,62,North,Savings,2023-07-21,EMI,91016.0,Rejected,327
11243,Male,46,North,Current,2023-08-10,Withdrawal,43680.0,Rejected,530
11943,Female,52,South,Savings,2023-07-17,EMI,44026.0,Approved,425
10249,Male,31,West,Current,2023-04-16,Loan,13626.0,Rejected,304
11878,Female,44,West,Current,2023-12-31,Withdrawal,71871.0,Default,700
10894,Male,51,East,Savings,2024-05-26,Deposit,62068.0,Approved,310
14561,Male,19,North,Savings,2023-03-20,Loan,80919.0,Approved,717
12652,Male,63,South,Savings,2023-07-16,Withdrawal,30698.0,Rejected,881
13636,Female,69,East,Savings,2023-06-26,EMI,77369.0,Approved,414
11048,Male,56,South,Current,2024-03-01,Withdrawal,56305.0,Default,431
14969,Male,38,West,Savings,2024-12-30,EMI,24536.0,Approved,620
14212,Female,35,East,Current,2023-10-14,Deposit,,Default,797
10600,Female,58,South,Savings,2024-04-12,Deposit,60701.0,Approved,741
12571,Female,46,East,Current,2024-06-16,EMI,38269.0,Approved,836
11201,Male,50,South,Current,2023-09-27,Withdrawal,81977.0,Approved,855
14036,Male,20,South,Current,2023-04-27,Withdrawal,34336.0,Rejected,841
14321,Male,50,South,Savings,2024-07-15,EMI,73604.0,,559
12601,Female,62,West,Current,2024-01-17,Withdrawal,,Default,725
13132,Male,45,West,Savings,2023-02-18,Deposit,41324.0,Default,479
11118,Male,49,South,Current,2024-07-05,Withdrawal,27866.0,Rejected,405
10089,Female,30,South,Savings,2023-01-09,Loan,51535.0,Approved,767
10334,Male,29,North,Savings,2023-09-18,EMI,1154.0,Rejected,636
14705,Male,24,East,Current,2024-05-27,Withdrawal,4856.0,Rejected,443
13816,Female,32,South,Savings,2023-02-14,Withdrawal,,Rejected,660
12516,Female,19,West,Current,2024-02-29,Withdrawal,22483.0,Rejected,591
11906,Female,66,East,Current,2024-05-29,Loan,83176.0,Rejected,603
13415,Male,40,South,Current,2024-08-08,EMI,57492.0,Approved,469
12078,Male,47,South,Current,2023-09-30,Loan,46015.0,Rejected,386
14242,Male,57,West,Savings,2023-02-09,EMI,8661.0,Approved,790
13354,Male,61,West,Savings,2023-06-29,Deposit,19642.0,Approved,386
13054,Female,65,North,Savings,2024-03-22,Withdrawal,38260.0,Default,671
10145,Female,63,North,Savings,2024-07-21,Loan,17623.0,Default,736
10316,Female,34,North,Current,2023-05-09,Loan,62816.0,Approved,847
12908,Male,43,West,Current,2024-10-07,Withdrawal,25110.0,Rejected,588
12856,Male,61,North,Savings,2024-09-16,EMI,93301.0,Default,402
12349,Female,25,West,Savings,2024-01-25,Withdrawal,86443.0,Default,418
12260,Male,22,North,Current,2023-01-07,Withdrawal,45133.0,Rejected,890
14411,Female,33,East,Current,2024-04-23,EMI,17938.0,Rejected,598
13789,Female,60,South,Savings,2023-10-21,EMI,65398.0,Rejected,830
12108,Male,34,East,Current,2024-08-13,EMI,6591.0,Approved,515
14658,Female,25,West,Savings,2023-07-09,Withdrawal,35734.0,Rejected,856
13428,Male,28,South,Savings,2023-03-28,EMI,57153.0,Rejected,845
11544,Male,18,North,Savings,2024-10-10,Loan,75904.0,Default,676
14394,Female,40,South,Current,2024-07-26,EMI,52929.0,Default,845
11413,Male,54,North,Savings,2023-01-16,Withdrawal,26651.0,Approved,355
10678,Female,39,East,Current,2023-01-08,Deposit,62531.0,Rejected,533
13908,Male,19,East,Savings,2023-11-04,Deposit,96169.0,,885
14383,Male,56,North,Savings,2024-03-13,EMI,13466.0,Default,457
12112,Male,34,East,Savings,2024-07-27,Loan,30055.0,Rejected,381
14188,Female,66,West,Savings,2024-11-11,Withdrawal,3057.0,Approved,517
10101,Male,59,,Savings,2023-10-27,Deposit,25082.0,Default,437
12988,Male,59,West,Savings,2023-08-23,Deposit,68741.0,Approved,850
14450,Male,62,North,Savings,2024-02-18,Loan,11149.0,Rejected,445
11174,Male,34,West,Current,2024-02-08,Withdrawal,78700.0,Approved,411
14697,Male,35,East,Savings,2023-04-10,Loan,11988.0,Default,300
14940,Female,64,East,Savings,2023-05-29,Deposit,89961.0,Default,784
10808,Male,42,West,Savings,2023-06-01,Withdrawal,42541.0,Approved,409
12105,Female,33,North,Current,2023-09-14,Loan,70741.0,Default,619
12529,Female,50,East,Savings,2023-04-29,Loan,28563.0,Approved,379
12985,Female,22,East,Current,2024-05-18,Withdrawal,28770.0,Rejected,568
14517,Female,33,North,Current,2023-10-14,Withdrawal,5902.0,Default,364
12991,Female,56,East,Savings,2024-05-08,Loan,53633.0,Default,473
12664,Male,48,North,Current,2024-02-02,Loan,,Default,303
14695,Female,29,East,Current,2023-08-23,Withdrawal,62720.0,Default,779
14341,Female,33,South,Current,2024-11-01,Deposit,3846.0,Default,664
11346,Male,40,East,Savings,2023-02-06,Deposit,62354.0,Approved,588
14590,Male,29,East,Savings,2024-09-26,Loan,20584.0,Default,585
12992,Female,32,South,Current,2023-10-16,Deposit,20564.0,Default,693
11733,Male,24,North,Current,2024-02-01,Loan,23597.0,,357
12060,Male,46,South,Current,2024-01-04,Deposit,99600.0,Approved,734
13490,Female,35,West,Current,2024-02-03,Withdrawal,52761.0,Default,806
11845,Female,65,South,Savings,2024-07-23,EMI,,Rejected,823
14251,Male,69,North,Current,2024-12-24,EMI,54000.0,Approved,873
11392,Female,47,East,Current,2024-10-15,EMI,45544.0,Default,515
12253,Male,34,North,Current,2024-10-10,Loan,51539.0,Rejected,802
11873,Male,50,North,Savings,2024-04-19,Withdrawal,69315.0,Rejected,437
14393,Female,24,West,Savings,2023-08-05,EMI,,Approved,755
14946,Female,45,West,Savings,2023-07-01,Loan,17067.0,Rejected,386
11221,Male,66,East,Current,2023-08-08,Deposit,85795.0,Rejected,859
12963,Female,46,West,Current,2024-05-30,Deposit,93506.0,Default,591
11428,Male,63,South,Current,2023-05-29,Loan,19447.0,Approved,358
13784,Female,24,North,Savings,2023-02-11,EMI,85366.0,Rejected,656
12674,Male,61,North,Current,2023-12-16,Withdrawal,98284.0,Approved,817
12690,Female,64,West,Current,2024-11-25,Loan,63740.0,Approved,514
13076,Female,26,North,Savings,2024-11-26,EMI,76998.0,Approved,833
10298,Male,64,East,Current,2024-07-06,Deposit,33726.0,Rejected,698
13829,Male,40,North,Savings,2023-11-02,Deposit,80018.0,,329
11834,Male,49,East,Current,2024-08-10,Deposit,72859.0,Approved,741
11963,Female,64,East,Savings,2023-01-15,Withdrawal,,Rejected,671
11076,Male,21,East,Current,2024-10-09,EMI,98065.0,Default,789
10309,Female,31,South,Savings,2023-09-20,Deposit,12055.0,Rejected,635
10231,Female,26,North,Savings,2024-04-03,Loan,62083.0,Rejected,632
13706,Male,57,South,Current,2023-05-25,Deposit,97875.0,Rejected,529
14777,Female,34,South,Savings,2023-09-16,Loan,77803.0,Rejected,475
12324,Female,35,South,Savings,2024-03-03,Withdrawal,72296.0,Approved,824
11537,Male,58,South,Savings,2024-12-02,Deposit,11000.0,Rejected,454
